424.5500000000;0;Standard Tone;;;S201
426.7160000000;0;Standard Tone;;;S201
428.5380000000;0;Target Tone;;;S200
430.6140000000;0;Standard Tone;;;S201
432.5980000000;0;Standard Tone;;;S201
434.4000000000;0;Novel Tone;;;S202
436.5620000000;0;Standard Tone;;;S201
438.7800000000;0;Target Tone;;;S200
440.7540000000;0;Standard Tone;;;S201
442.7280000000;0;Standard Tone;;;S201
444.7080000000;0;Standard Tone;;;S201
446.8220000000;0;Standard Tone;;;S201
448.8840000000;0;Target Tone;;;S200
451.1140000000;0;Standard Tone;;;S201
453.3800000000;0;Standard Tone;;;S201
455.5820000000;0;Novel Tone;;;S202
457.7280000000;0;Standard Tone;;;S201
459.5440000000;0;Standard Tone;;;S201
461.8080000000;0;Novel Tone;;;S202
463.9520000000;0;Standard Tone;;;S201
465.9900000000;0;Standard Tone;;;S201
468.1560000000;0;Standard Tone;;;S201
470.3740000000;0;Novel Tone;;;S202
472.4260000000;0;Standard Tone;;;S201
474.2720000000;0;Standard Tone;;;S201
476.1660000000;0;Standard Tone;;;S201
478.2600000000;0;Target Tone;;;S200
480.5120000000;0;Standard Tone;;;S201
482.4060000000;0;Standard Tone;;;S201
484.6240000000;0;Standard Tone;;;S201
486.6560000000;0;Standard Tone;;;S201
488.5160000000;0;Target Tone;;;S200
490.3040000000;0;Standard Tone;;;S201
492.4280000000;0;Standard Tone;;;S201
494.2340000000;0;Standard Tone;;;S201
496.5040000000;0;Novel Tone;;;S202
498.3940000000;0;Standard Tone;;;S201
500.2520000000;0;Novel Tone;;;S202
502.3320000000;0;Standard Tone;;;S201
504.5320000000;0;Standard Tone;;;S201
506.4400000000;0;Standard Tone;;;S201
508.4600000000;0;Target Tone;;;S200
510.5600000000;0;Standard Tone;;;S201
512.6440000000;0;Standard Tone;;;S201
514.4400000000;0;Novel Tone;;;S202
516.3320000000;0;Standard Tone;;;S201
518.5260000000;0;Standard Tone;;;S201
520.3520000000;0;Standard Tone;;;S201
522.3840000000;0;Target Tone;;;S200
524.6300000000;0;Standard Tone;;;S201
526.9100000000;0;Standard Tone;;;S201
528.9480000000;0;Novel Tone;;;S202
530.8060000000;0;Standard Tone;;;S201
532.7480000000;0;Standard Tone;;;S201
534.7120000000;0;Novel Tone;;;S202
536.9660000000;0;Standard Tone;;;S201
539.0740000000;0;Standard Tone;;;S201
541.1440000000;0;Target Tone;;;S200
543.0320000000;0;Standard Tone;;;S201
544.9500000000;0;Standard Tone;;;S201
546.9340000000;0;Novel Tone;;;S202
570.1220000000;0;Eyes Closed: Every 1000 ms;;;S  3
571.1240000000;0;Eyes Closed: Every 1000 ms;;;S  4
572.1240000000;0;Eyes Closed: Every 1000 ms;;;S  3
573.1240000000;0;Eyes Closed: Every 1000 ms;;;S  4
574.1240000000;0;Eyes Closed: Every 1000 ms;;;S  3
575.1240000000;0;Eyes Closed: Every 1000 ms;;;S  4
576.1240000000;0;Eyes Closed: Every 1000 ms;;;S  3
577.1240000000;0;Eyes Closed: Every 1000 ms;;;S  4
578.1260000000;0;Eyes Closed: Every 1000 ms;;;S  3
579.1260000000;0;Eyes Closed: Every 1000 ms;;;S  4
580.1260000000;0;Eyes Closed: Every 1000 ms;;;S  3
581.1260000000;0;Eyes Closed: Every 1000 ms;;;S  4
582.1260000000;0;Eyes Closed: Every 1000 ms;;;S  3
583.1260000000;0;Eyes Closed: Every 1000 ms;;;S  4
584.1260000000;0;Eyes Closed: Every 1000 ms;;;S  3
585.1280000000;0;Eyes Closed: Every 1000 ms;;;S  4
586.1280000000;0;Eyes Closed: Every 1000 ms;;;S  3
587.1280000000;0;Eyes Closed: Every 1000 ms;;;S  4
588.1280000000;0;Eyes Closed: Every 1000 ms;;;S  3
589.1280000000;0;Eyes Closed: Every 1000 ms;;;S  4
590.1280000000;0;Eyes Closed: Every 1000 ms;;;S  3
591.1300000000;0;Eyes Closed: Every 1000 ms;;;S  4
592.1300000000;0;Eyes Closed: Every 1000 ms;;;S  3
593.1300000000;0;Eyes Closed: Every 1000 ms;;;S  4
594.1300000000;0;Eyes Closed: Every 1000 ms;;;S  3
595.1300000000;0;Eyes Closed: Every 1000 ms;;;S  4
596.1300000000;0;Eyes Closed: Every 1000 ms;;;S  3
597.1300000000;0;Eyes Closed: Every 1000 ms;;;S  4
598.1320000000;0;Eyes Closed: Every 1000 ms;;;S  3
599.1320000000;0;Eyes Closed: Every 1000 ms;;;S  4
600.1320000000;0;Eyes Closed: Every 1000 ms;;;S  3
601.1320000000;0;Eyes Closed: Every 1000 ms;;;S  4
602.1320000000;0;Eyes Closed: Every 1000 ms;;;S  3
603.1320000000;0;Eyes Closed: Every 1000 ms;;;S  4
604.1320000000;0;Eyes Closed: Every 1000 ms;;;S  3
605.1340000000;0;Eyes Closed: Every 1000 ms;;;S  4
606.1340000000;0;Eyes Closed: Every 1000 ms;;;S  3
607.1340000000;0;Eyes Closed: Every 1000 ms;;;S  4
608.1340000000;0;Eyes Closed: Every 1000 ms;;;S  3
609.1340000000;0;Eyes Closed: Every 1000 ms;;;S  4
610.1340000000;0;Eyes Closed: Every 1000 ms;;;S  3
611.1340000000;0;Eyes Closed: Every 1000 ms;;;S  4
612.1360000000;0;Eyes Closed: Every 1000 ms;;;S  3
613.1360000000;0;Eyes Closed: Every 1000 ms;;;S  4
614.1360000000;0;Eyes Closed: Every 1000 ms;;;S  3
615.1360000000;0;Eyes Closed: Every 1000 ms;;;S  4
616.1360000000;0;Eyes Closed: Every 1000 ms;;;S  3
617.1360000000;0;Eyes Closed: Every 1000 ms;;;S  4
618.1360000000;0;Eyes Closed: Every 1000 ms;;;S  3
619.1380000000;0;Eyes Closed: Every 1000 ms;;;S  4
620.1380000000;0;Eyes Closed: Every 1000 ms;;;S  3
621.1380000000;0;Eyes Closed: Every 1000 ms;;;S  4
622.1380000000;0;Eyes Closed: Every 1000 ms;;;S  3
623.1380000000;0;Eyes Closed: Every 1000 ms;;;S  4
624.1380000000;0;Eyes Closed: Every 1000 ms;;;S  3
625.1380000000;0;Eyes Closed: Every 1000 ms;;;S  4
626.1400000000;0;Eyes Closed: Every 1000 ms;;;S  3
627.1400000000;0;Eyes Closed: Every 1000 ms;;;S  4
628.1400000000;0;Eyes Closed: Every 1000 ms;;;S  3
629.1400000000;0;Eyes Closed: Every 1000 ms;;;S  4
639.6660000000;0;STATUS;;;S  8
639.7180000000;0;Eyes Open: Every 1000 ms;;;S  1
640.7180000000;0;Eyes Open: Every 1000 ms;;;S  2
641.7200000000;0;Eyes Open: Every 1000 ms;;;S  1
642.7200000000;0;Eyes Open: Every 1000 ms;;;S  2
643.7200000000;0;Eyes Open: Every 1000 ms;;;S  1
644.7200000000;0;Eyes Open: Every 1000 ms;;;S  2
645.7200000000;0;Eyes Open: Every 1000 ms;;;S  1
646.7200000000;0;Eyes Open: Every 1000 ms;;;S  2
647.7220000000;0;Eyes Open: Every 1000 ms;;;S  1
648.7220000000;0;Eyes Open: Every 1000 ms;;;S  2
649.7220000000;0;Eyes Open: Every 1000 ms;;;S  1
650.7220000000;0;Eyes Open: Every 1000 ms;;;S  2
651.7220000000;0;Eyes Open: Every 1000 ms;;;S  1
652.7220000000;0;Eyes Open: Every 1000 ms;;;S  2
653.7220000000;0;Eyes Open: Every 1000 ms;;;S  1
654.7240000000;0;Eyes Open: Every 1000 ms;;;S  2
655.7240000000;0;Eyes Open: Every 1000 ms;;;S  1
656.7240000000;0;Eyes Open: Every 1000 ms;;;S  2
657.7240000000;0;Eyes Open: Every 1000 ms;;;S  1
658.7240000000;0;Eyes Open: Every 1000 ms;;;S  2
659.7240000000;0;Eyes Open: Every 1000 ms;;;S  1
660.7240000000;0;Eyes Open: Every 1000 ms;;;S  2
661.7260000000;0;Eyes Open: Every 1000 ms;;;S  1
662.7260000000;0;Eyes Open: Every 1000 ms;;;S  2
663.7260000000;0;Eyes Open: Every 1000 ms;;;S  1
664.7260000000;0;Eyes Open: Every 1000 ms;;;S  2
665.7260000000;0;Eyes Open: Every 1000 ms;;;S  1
666.7260000000;0;Eyes Open: Every 1000 ms;;;S  2
667.7260000000;0;Eyes Open: Every 1000 ms;;;S  1
668.7280000000;0;Eyes Open: Every 1000 ms;;;S  2
669.7280000000;0;Eyes Open: Every 1000 ms;;;S  1
670.7280000000;0;Eyes Open: Every 1000 ms;;;S  2
671.7280000000;0;Eyes Open: Every 1000 ms;;;S  1
672.7280000000;0;Eyes Open: Every 1000 ms;;;S  2
673.7280000000;0;Eyes Open: Every 1000 ms;;;S  1
674.7280000000;0;Eyes Open: Every 1000 ms;;;S  2
675.7300000000;0;Eyes Open: Every 1000 ms;;;S  1
676.7300000000;0;Eyes Open: Every 1000 ms;;;S  2
677.7300000000;0;Eyes Open: Every 1000 ms;;;S  1
678.7300000000;0;Eyes Open: Every 1000 ms;;;S  2
679.7300000000;0;Eyes Open: Every 1000 ms;;;S  1
680.7300000000;0;Eyes Open: Every 1000 ms;;;S  2
681.7320000000;0;Eyes Open: Every 1000 ms;;;S  1
682.7320000000;0;Eyes Open: Every 1000 ms;;;S  2
683.7320000000;0;Eyes Open: Every 1000 ms;;;S  1
684.7320000000;0;Eyes Open: Every 1000 ms;;;S  2
685.7320000000;0;Eyes Open: Every 1000 ms;;;S  1
686.7320000000;0;Eyes Open: Every 1000 ms;;;S  2
687.7320000000;0;Eyes Open: Every 1000 ms;;;S  1
688.7340000000;0;Eyes Open: Every 1000 ms;;;S  2
689.7340000000;0;Eyes Open: Every 1000 ms;;;S  1
690.7340000000;0;Eyes Open: Every 1000 ms;;;S  2
691.7340000000;0;Eyes Open: Every 1000 ms;;;S  1
692.7340000000;0;Eyes Open: Every 1000 ms;;;S  2
693.7340000000;0;Eyes Open: Every 1000 ms;;;S  1
694.7340000000;0;Eyes Open: Every 1000 ms;;;S  2
695.7360000000;0;Eyes Open: Every 1000 ms;;;S  1
696.7360000000;0;Eyes Open: Every 1000 ms;;;S  2
697.7360000000;0;Eyes Open: Every 1000 ms;;;S  1
698.7360000000;0;Eyes Open: Every 1000 ms;;;S  2
711.7400000000;0;Standard Tone;;;S201
713.8780000000;0;Standard Tone;;;S201
715.8820000000;0;Target Tone;;;S200
717.7980000000;0;Standard Tone;;;S201
719.6660000000;0;Standard Tone;;;S201
721.4480000000;0;Novel Tone;;;S202
723.5020000000;0;Standard Tone;;;S201
725.5560000000;0;Target Tone;;;S200
727.4040000000;0;Standard Tone;;;S201
729.2620000000;0;Standard Tone;;;S201
731.4460000000;0;Standard Tone;;;S201
733.4060000000;0;Standard Tone;;;S201
735.5480000000;0;Standard Tone;;;S201
737.4540000000;0;Target Tone;;;S200
739.3760000000;0;Standard Tone;;;S201
741.4080000000;0;Standard Tone;;;S201
743.5760000000;0;Standard Tone;;;S201
745.4460000000;0;Novel Tone;;;S202
747.6340000000;0;Standard Tone;;;S201
749.8540000000;0;Standard Tone;;;S201
752.0660000000;0;Standard Tone;;;S201
754.0960000000;0;Target Tone;;;S200
755.8920000000;0;Standard Tone;;;S201
758.0740000000;0;Novel Tone;;;S202
760.3880000000;0;Standard Tone;;;S201
762.1700000000;0;Standard Tone;;;S201
764.3180000000;0;Standard Tone;;;S201
766.4740000000;0;Target Tone;;;S200
768.3380000000;0;Standard Tone;;;S201
770.2600000000;0;Standard Tone;;;S201
772.0380000000;0;Novel Tone;;;S202
774.0620000000;0;Standard Tone;;;S201
776.0480000000;0;Standard Tone;;;S201
778.1300000000;0;Standard Tone;;;S201
780.3660000000;0;Standard Tone;;;S201
782.2460000000;0;Standard Tone;;;S201
784.2360000000;0;Target Tone;;;S200
786.0440000000;0;Standard Tone;;;S201
788.2180000000;0;Standard Tone;;;S201
790.3440000000;0;Novel Tone;;;S202
792.3360000000;0;Standard Tone;;;S201
794.5260000000;0;Target Tone;;;S200
796.3580000000;0;Standard Tone;;;S201
798.4160000000;0;Standard Tone;;;S201
800.4240000000;0;Novel Tone;;;S202
802.2460000000;0;Standard Tone;;;S201
804.3940000000;0;Standard Tone;;;S201
806.5720000000;0;Standard Tone;;;S201
808.5660000000;0;Standard Tone;;;S201
810.5180000000;0;Target Tone;;;S200
812.4920000000;0;Standard Tone;;;S201
814.6020000000;0;Standard Tone;;;S201
816.6680000000;0;Novel Tone;;;S202
818.9300000000;0;Standard Tone;;;S201
821.2000000000;0;Standard Tone;;;S201
823.4080000000;0;Novel Tone;;;S202
825.5360000000;0;Standard Tone;;;S201
827.3640000000;0;Standard Tone;;;S201
829.6260000000;0;Target Tone;;;S200
831.7180000000;0;Standard Tone;;;S201
833.7340000000;0;Standard Tone;;;S201
835.8980000000;0;Target Tone;;;S200
838.1620000000;0;Standard Tone;;;S201
840.1760000000;0;Standard Tone;;;S201
842.0220000000;0;Standard Tone;;;S201
843.9560000000;0;Standard Tone;;;S201
846.0660000000;0;Standard Tone;;;S201
848.3240000000;0;Target Tone;;;S200
850.2260000000;0;Standard Tone;;;S201
852.4280000000;0;Standard Tone;;;S201
854.4760000000;0;Novel Tone;;;S202
856.3700000000;0;Standard Tone;;;S201
858.1840000000;0;Target Tone;;;S200
860.3040000000;0;Standard Tone;;;S201
862.1180000000;0;Standard Tone;;;S201
864.3900000000;0;Standard Tone;;;S201
866.2300000000;0;Target Tone;;;S200
868.0740000000;0;Standard Tone;;;S201
870.1320000000;0;Standard Tone;;;S201
872.3380000000;0;Standard Tone;;;S201
874.2640000000;0;Standard Tone;;;S201
876.2800000000;0;Target Tone;;;S200
878.3760000000;0;Standard Tone;;;S201
880.4700000000;0;Standard Tone;;;S201
882.2640000000;0;Novel Tone;;;S202
884.1840000000;0;Standard Tone;;;S201
886.3840000000;0;Standard Tone;;;S201
888.2160000000;0;Novel Tone;;;S202
890.2860000000;0;Standard Tone;;;S201
892.5300000000;0;Standard Tone;;;S201
894.8140000000;0;Standard Tone;;;S201
896.8540000000;0;Novel Tone;;;S202
898.7080000000;0;Standard Tone;;;S201
900.6540000000;0;Standard Tone;;;S201
902.6180000000;0;Target Tone;;;S200
904.8440000000;0;Standard Tone;;;S201
906.9680000000;0;Novel Tone;;;S202
909.0980000000;0;Standard Tone;;;S201
910.9900000000;0;Standard Tone;;;S201
912.9040000000;0;Standard Tone;;;S201
914.8920000000;0;Target Tone;;;S200
916.7560000000;0;Standard Tone;;;S201
918.8800000000;0;Standard Tone;;;S201
920.8780000000;0;Novel Tone;;;S202
922.8260000000;0;Standard Tone;;;S201
924.7640000000;0;Standard Tone;;;S201
926.5440000000;0;Target Tone;;;S200
928.5640000000;0;Standard Tone;;;S201
930.6380000000;0;Standard Tone;;;S201
932.5040000000;0;Novel Tone;;;S202
934.4040000000;0;Standard Tone;;;S201
936.5880000000;0;Standard Tone;;;S201
938.5460000000;0;Novel Tone;;;S202
940.7420000000;0;Standard Tone;;;S201
942.6620000000;0;Target Tone;;;S200
944.5840000000;0;Standard Tone;;;S201
946.6380000000;0;Standard Tone;;;S201
948.7920000000;0;Standard Tone;;;S201
950.6780000000;0;Novel Tone;;;S202
952.8580000000;0;Standard Tone;;;S201
955.0700000000;0;Standard Tone;;;S201
957.2720000000;0;Novel Tone;;;S202
959.3520000000;0;Standard Tone;;;S201
961.1380000000;0;Standard Tone;;;S201
963.3260000000;0;Target Tone;;;S200
965.6020000000;0;Standard Tone;;;S201
967.3860000000;0;Standard Tone;;;S201
969.5360000000;0;Standard Tone;;;S201
971.7000000000;0;Standard Tone;;;S201
973.5640000000;0;Target Tone;;;S200
